place_id,name,address,lat,lng,rating,rating_total,zipcode,weekday,Total Business Hour
ChIJ0W3ROJq1RIYRjqR1CQfApLg,Texas Fitness Institute,"2109 San Jacinto Blvd, Austin, TX 78712, United States",30.2836071,-97.7337098,4.6,8.0,78712,"['Monday: 8:00\u202fAM\u2009\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",45.0
ChIJpbe-QD_NRIYRVMeYPlDz18g,Anytime Fitness,"8516 Anderson Mill Rd, Austin, TX 78729, United States",30.4564683,-97.7672197,4.7,89.0,78729,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168.0
ChIJEerWlOS3RIYRTy3Dw-NkM5k,Squatch Frontier Fitness,"701 Tillery St, Austin, TX 78702, United States",30.2607807,-97.7034835,4.8,34.0,78702,"['Monday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009\u20098:00\u202fPM']",84.0
ChIJ_dZIWhG1RIYROzIz44xxA1g,Townlake YMCA,"1100 W Cesar Chavez St, Austin, TX 78703, United States",30.2688109,-97.7571328,4.7,932.0,78703,"['Monday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Thursday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u20097:00\u202fPM', 'Sunday: 12:00\u2009\u20096:00\u202fPM']",93.5
ChIJvQwzuAm1RIYRmzCY53POdFE,Gold's Gym Austin Downtown,"115 E 6th St, Austin, TX 78701, United States",30.2673606,-97.7419662,3.7,314.0,78701,"['Monday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20099:00\u202fPM']",118.0
ChIJlzkXFtK1RIYRPejmP7HzlIU,Orangetheory Fitness,"1211 E 5th St., Austin, TX 78702, United States",30.2632107,-97.7305183,4.6,55.0,78702,"['Monday: 5:30\u202fAM\u2009\u20097:30\u202fPM', 'Tuesday: 5:30\u202fAM\u2009\u20097:30\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u20097:30\u202fPM', 'Thursday: 5:30\u202fAM\u2009\u20096:30\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20096:30\u202fPM', 'Saturday: 5:30\u202fAM\u2009\u20097:30\u202fPM', 'Sunday: 5:30\u202fAM\u2009\u20097:30\u202fPM']",96.0
ChIJMYbJvpDLRIYRFe-MbOlJGxs,Gold's Gym Austin North,"9101 Research Blvd, Austin, TX 78758, United States",30.3750921,-97.7287249,3.8,348.0,78758,"['Monday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20099:00\u202fPM']",118.0
ChIJ061fnrdLW4YRqOo8uj88Je4,Evolve Personal Fitness & Gym,"5716 W US Hwy 290 Service Rd, Austin, TX 78735, United States",30.2369076,-97.8473133,5.0,21.0,78735,"['Monday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Sunday: 12:00\u2009\u20098:00\u202fPM']",97.0
ChIJz7WqZx-1RIYRFHnL5ouwkB0,Orangetheory Fitness,"1100 S Lamar Blvd, Austin, TX 78704, United States",30.2551897,-97.7622306,4.6,165.0,78704,"['Monday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009\u20092:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009\u20092:00\u202fPM']",88.0
ChIJ3xftpaDKRIYRMeDSPTy7Tso,MOVE Austin Fitness,"2414 Exposition Blvd #110, Austin, TX 78703, United States",30.297688,-97.767964,5.0,11.0,78703,"['Monday: 5:15\u202fAM\u2009\u20097:30\u202fPM', 'Tuesday: 5:15\u202fAM\u2009\u20097:30\u202fPM', 'Wednesday: 5:15\u202fAM\u2009\u20097:30\u202fPM', 'Thursday: 5:15\u202fAM\u2009\u20097:30\u202fPM', 'Friday: 5:15\u202fAM\u2009\u20097:30\u202fPM', 'Saturday: 8:30\u2009\u200911:30\u202fAM', 'Sunday: Closed']",74.25
ChIJzZIYof3NRIYRfXtBPLhXYgg,Planet Fitness,"12611 N Mopac Expy, Austin, TX 78727, United States",30.4217935,-97.7003225,4.6,523.0,12611,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: 12:00\u202fAM\u2009\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20099:00\u202fPM']",134.0
ChIJrZvGi8nORIYRcUMRCCHQjC8,Orangetheory Fitness,"12314 N Interstate Hwy 35 #105, Austin, TX 78753, United States",30.4004587,-97.6749972,4.7,175.0,12314,"['Monday: 5:00\u202fAM\u2009\u20096:45\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u20096:45\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u20096:45\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u20096:45\u202fPM', 'Friday: 5:00\u202fAM\u2009\u20096:45\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u200912:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u200912:00\u202fPM']",102.75
ChIJTwUPg-szW4YRDJHSPrZFL5Y,Anytime Fitness,"6911 N FM 620, Austin, TX 78732, United States",30.4018248,-97.8541431,3.8,64.0,78732,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168.0
ChIJ3XutETbKRIYR_a7M7qzGwUA,Kilter Fitness,"5400 N Lamar Blvd, Austin, TX 78751, United States",30.3225058,-97.7289824,5.0,12.0,78751,"['Monday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",60.0
ChIJR-xAPITMRIYRm2M3q5FUlwI,24 Hour Fitness,"10616 Research Blvd, Austin, TX 78759, United States",30.3974276,-97.7478665,3.4,351.0,10616,"['Monday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u20099:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009\u20098:00\u202fPM']",112.0
ChIJz1Dktqi1RIYRRr2IPuz0eY8,CrossFit Central Downtown,"410 Pressler St, Austin, TX 78703, United States",30.272307,-97.761403,4.8,74.0,78703,"['Monday: 5:15\u202fAM\u2009\u20096:30\u202fPM', 'Tuesday: 5:15\u202fAM\u2009\u20096:30\u202fPM', 'Wednesday: 5:15\u202fAM\u2009\u20096:30\u202fPM', 'Thursday: 5:15\u202fAM\u2009\u20095:30\u202fPM', 'Friday: 5:15\u202fAM\u2009\u20095:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009\u200912:00\u202fPM', 'Sunday: Closed']",79.25
ChIJe_Eb3H_NRIYRkKtd_qO5sR4,Life Time,"13725 Ranch Rd 620 N, Austin, TX 78717, United States",30.4725313,-97.7741003,4.0,446.0,13725,"['Monday: 4:00\u202fAM\u2009\u200912:00\u202fAM', 'Tuesday: 4:00\u202fAM\u2009\u200912:00\u202fAM', 'Wednesday: 4:00\u202fAM\u2009\u200912:00\u202fAM', 'Thursday: 4:00\u202fAM\u2009\u200912:00\u202fAM', 'Friday: 4:00\u202fAM\u2009\u200912:00\u202fAM', 'Saturday: 5:00\u202fAM\u2009\u200912:00\u202fAM', 'Sunday: 5:00\u202fAM\u2009\u200912:00\u202fAM']",54.0
